,Scn11a_Scn9a,Scn11a_Scn7a_Scn9a,Scn9a,Scn10a_Scn11a_Scn9a,Scn10a_Scn9a,Scn11a_Scn7a,Scn10a_Scn11a_Scn7a,Scn7a_Scn9a,Scn10a_Scn7a_Scn9a,Scn11a,Scn10a_Scn7a,Scn10a_Scn11a,Scn7a,Scn10a
Cacna2d1,0.2572097474436017,0.45808626231673966,0.8220690979760352,0.6806752674777826,1.2430531713913964,0.3692558534317163,0.07181830331006127,1.0180543137553206,1.4465065350321833,0.5707050013643318,0.636820802099796,0.13795795208084066,0.19736911236491708,0.43136317271299596
Kctd8,0.7164568259474984,0.5281345651868526,0.41702018973392896,0.6222902869810351,0.3228319800626607,0.10466682445800105,0.014054547236527909,0.23028001768489498,0.13447720233673466,0.2932058177188664,0.27818683758114,0.20441401350670313,0.18756373155210807,0.08870510684884628
Kctd16,0.6889718244900921,0.6460007043971446,0.7197327049639702,0.2701490096905351,0.3012011362068778,0.07500903049167597,0.49849189849313896,0.6724375862407257,0.25274100324345944,0.0408875404022882,0.461525106270375,0.4642135804311407,0.03833346927621878,0.42227304523214476
Plcb1,0.44621083008445395,0.058230807126355824,0.0824226077767013,0.10270491599344718,0.26768240950696953,0.02582320252326528,0.34005204026270364,0.312700314066763,0.6517676238836912,0.35949660450403925,0.7154364865691575,0.032539881330309176,0.39262438609846795,0.33515782971233976
Gabra2,0.06000312148055823,0.024707167483181094,0.3265345218898155,0.003304302146718721,0.2623916242266579,0.34326253935120765,0.40318116981814933,0.24039737612943027,0.18056322407678904,0.2605047978983081,0.14476034604651572,0.32378405969177976,0.0841658315682479,0.06397391878575351
Slc4a4,0.01524160978409971,0.032337150613825257,0.009163013231639502,0.004971160170399284,0.01908072303400237,0.024076493054700162,0.034535616811081436,0.055215971168703304,0.06518290067166319,0.02421594818492118,0.05688122738351111,0.013387678738473876,0.04662718502481354,0.0106477985871993
Neto1,0.060603944678868,0.03101874408764795,0.22374583900707026,0.03668519683397903,0.1976937054698763,0.2528343686956374,0.2782769732029934,0.13115239884689062,0.10340710554877838,0.16197925093946175,0.11942442855091091,0.18642852727666076,0.09182586914983937,0.02653750696150101
Gria1,2.4978215652416758,2.2275338506417004,0.9739510648459364,1.876311669025378,0.35826998556086853,1.2707341885228285,0.6404983438443081,0.7060478043001609,0.08669275375134704,1.5361115197384383,0.8891129589100559,0.9103622253071115,0.2641232154230454,0.6203442513681969
Kcnmb2,0.23877943517838082,0.1202627582874688,0.21819379888437201,0.1947363040885225,0.17451828193361393,0.09911425464094975,0.1493491463188766,0.09912574125778842,0.049327375710854875,0.018598281979868743,0.16953270091413042,0.024663688240884375,0.11912549841991565,0.04345725812528777
Casq2,0.03450497738898052,0.04560110314490566,0.017774506832640237,0.027058665893683907,0.01010385816986296,0.028585894369497725,0.021199982767703667,0.028775718304763585,0.0211050696419863,0.016980694385108703,0.003900037394546279,0.009612039399422047,0.011501659129660176,0.007592993311251751
Smad7,0.032568791779661856,0.0412151438042239,0.09877093956429793,0.012376659787730714,0.11895441722363204,0.05583344998289462,0.03803009965260696,0.17207884329326978,0.19063518445054572,0.13093294721844523,0.09254799088797519,0.11087929471255127,0.07463212552151066,0.020096927073017593
Lrrtm3,1.9236017967791885,1.9382606493004928,2.0102895112658388,2.07472632987431,2.1594562221926887,0.07002338299526165,0.08114881891801197,2.0212477718702786,2.1743061345094605,0.08530295154138792,0.16210664212769957,0.06013941517117316,0.01193716047332521,0.1441531536922646
Slc1a7,0.6438227390023685,0.5355718401222385,0.6831928803158337,0.7203937708335446,0.7588366472901514,0.1376338911902668,0.0533555679598867,0.5731725373954504,0.6544138729747166,0.039463726420010475,0.015610246964021685,0.04949341597650447,0.09947172894910561,0.08849776425175897
P2rx1,0.04111462871963467,0.009623444443292252,0.10469761535993265,0.07567713007310518,0.14055688711200376,0.09959923348957438,0.06915229380227213,0.0757999803084927,0.10957076141679625,0.06594447984282557,0.0011124974639031475,0.03349777488532555,0.031409284241558,0.0346785251508073
Tbx5,0.25542665519844454,0.39149438027459293,0.10226268046412254,0.28768190333809845,0.13233851544376815,0.2941474649716059,0.3236421412553608,0.2377734423228829,0.26857574293891595,0.15444740155674166,0.1663372823295653,0.18386941421346942,0.1387314418892291,0.027363682519732688
Piezo2,0.30416120732649266,0.3669715110846241,0.6963048852287232,0.20391884179046432,0.6017288592730762,0.33359171349401967,0.4376116339490357,0.7663612220903874,0.6685571173675615,0.39399813830888586,0.030701153204215268,0.4943435054167289,0.0671029673627903,0.09426696362500427
Gna14,0.13297169808984885,0.24564159645909192,0.3059382039637134,0.09950740181710227,0.3420589921901346,0.5418116995952696,0.5087163613980407,0.18879472374786382,0.22029432832731413,0.4315400008616552,0.0793993074074129,0.39526243098710545,0.11482829537345578,0.03874959207554439
Dcn,0.2429255152534672,0.17413478712274014,0.09179465743966816,0.09404994811816504,0.05639989773499028,0.07477828806415097,0.06726065840444921,0.020757497047565247,0.1252613715292848,0.14356900432430234,0.21258966550646627,0.001388550087820003,0.0706745469483495,0.14468338429519867
Kcnb2,0.5795254343062225,0.35785915499787996,0.0833732578560161,0.6789997717904117,0.1808829318531162,0.2914902487711831,0.38423508387408,0.13915114027221442,0.04755798407450556,0.5076916405977261,0.1280633140195949,0.6078434273469572,0.2169014404141393,0.0966515551772121
Abcc9,0.03432765612689137,0.0492515913136727,0.05097058019124561,0.014806731896227504,0.031827311687648296,0.10182395709193738,0.12338943246856253,0.03184033505231784,0.052689569068818505,0.017053135581292622,0.10513170557005778,0.03755727053453256,0.0838006324048702,0.020250191577259942
Gabbr2,0.1390882460329447,0.009423529620652838,0.09455648792586417,0.06826206695690684,0.1651322488162458,0.10665301174412481,0.03719871616839132,0.22474383320009406,0.29604363817465656,0.23726498360685921,0.2002459172051951,0.1676636995998877,0.13122714482861822,0.06913310166436173
Grik2,0.2633781548532288,0.2268384749288773,0.12510822262493715,0.14639557061823893,0.008702374874533632,0.09167874707728935,0.025211140812122893,0.09139038263622194,0.026745642084738723,0.1347580834275058,0.15586005255229154,0.01530382126166553,0.03942330360106703,0.11901141591028608
Slc18a2,0.16219699386738176,0.2235537349705034,0.18639546724908934,0.17064309153169663,0.1944882086716429,0.03506099535316846,0.04512564359676343,0.24816254371822555,0.25631227956349506,0.025440876834448223,0.0703841497523676,0.01583215949504058,0.060741238054099804,0.009038806768866007
Kcnj16,0.002398300083931101,0.03629102637870551,0.0007669690545772416,0.03291879872676229,0.025614332162781566,0.03464752189200433,0.06518019761962209,0.03216400378312502,0.0584600853742336,0.002020902612112464,0.058350518735249844,0.03263879473069679,0.031932695707945255,0.026417823027304586
Nos1,0.21074569312565858,0.30613988819980487,0.1381297201551814,0.23675017583604008,0.16451180410050315,0.1681267784370496,0.19703545318147897,0.23241887412912063,0.2579957829162571,0.07116110069299188,0.12475821379948275,0.10056954703875862,0.09572736868865628,0.02970274933259816
Calca,0.3121273740545282,0.242823492446436,0.28527505398002473,0.2760028840568311,0.24866095772766084,0.04184144420399405,0.09504900207468502,0.21661892255890897,0.17078539798629588,0.025436283351709155,0.12190134236831937,0.01676670620854699,0.06702163305472045,0.04347593347178046
Npas4,0.04949270767775794,0.01226533088352543,0.018922653502876963,0.011938877299069572,0.01759352098481301,0.010085086351534791,0.04387887127689117,0.019155835305282223,0.05574196495963478,0.03016198758552427,0.07407583644574674,0.0034685703911189235,0.04118562865743197,0.0326920035692408
Cacng3,0.042341593176046355,0.026569233635448858,0.0305456280739295,0.03700643160634249,0.02519714486168792,0.005408427742944579,0.011116583503247988,0.015292795428002555,0.009997598428322239,0.010510466289671883,0.021886814313023913,0.0048156318143166,0.01602546395461187,0.005914635140614954
Kcnip1,0.3024716002266668,0.24440208355746662,0.28059899446007874,0.26665763600116904,0.24516795948918957,0.048028878674460915,0.08751640873372793,0.22233478128875148,0.18228257475017218,0.00772356319861526,0.09385751700545455,0.02655218192928989,0.05592119103734035,0.03343848396323677
Slc8a3,0.44714546590074533,0.5485292251145286,0.5770496926778861,0.503805709812147,0.6359046597701891,0.028710833836250026,0.027926995809015046,0.6790940631182428,0.7368180782187438,0.1342377041659537,0.16454980633668267,0.07500201579981262,0.1057060322875146,0.06153121280962065
Slc8a1,0.19234215163644183,0.3637574323388956,0.3105297252486261,0.01979246447633001,0.14090562845347449,0.04988417506572633,0.09842496971370106,0.47815369673152386,0.32596367978081275,0.11496346887357807,0.017523644048288992,0.28267698577851164,0.16054882509995433,0.16242956068989656
Gnb3,0.009031093928751201,0.09081952800462822,0.40056495728367714,0.010876546422631196,0.39890114645925456,0.496659301358601,0.4994565295510679,0.32146479401532846,0.31613913272566235,0.4120736078849057,0.08292912424112242,0.40893489563184954,0.08188288097243364,0.004308478199463709
Alox12,0.06058798735210438,0.0715059008253967,0.028220716533398704,0.06377640289709068,0.02353470872505351,0.09813240850564023,0.10008893848599337,0.017463833591532314,0.013027423485129032,0.08723059689676224,0.014549168328977041,0.08944477615966169,0.010813244870626815,0.0039694188636129725
Naaa,0.10241831742653197,0.10063405057208297,0.037802855182553385,0.05159794840886792,0.013114710210702568,0.06515004836662808,0.017190059649223835,0.03697667806946848,0.012718977916844064,0.06669826501669421,0.04875145237329141,0.018689676713749236,0.0006664966449932364,0.048119668943220166
Aqp1,0.008640124935209492,0.007930643518206599,0.005539787845206142,0.008601249652118916,0.005462036626798913,0.001691093076770205,0.0015744659230463238,0.004762273704455624,0.004655365371504386,0.0023908558034456714,0.000962173692108984,0.002264509763726538,0.0007969519127410212,0.0001749406653632146
Ntrk3,0.6403132975740891,0.7543345128195948,0.36889007535137214,0.4819725597032576,0.20843714753863907,0.3946242770032101,0.24873994140640082,0.4839764112439693,0.334093398241877,0.2824715281563085,0.03387600241415636,0.12335450338988345,0.11393095848410074,0.16030850185073306
Mef2c,0.383165673458066,0.6075483853649369,0.19224950563265597,0.3046158754552206,0.1142997012544851,0.4109822670881092,0.3250324917903703,0.4185489255898853,0.3390824508540699,0.18453285921044388,0.14341628806181156,0.10139973346665593,0.22874940441038305,0.08206645270179581
Kcnma1,0.5980481695627066,0.5377122147220522,0.7020481249067554,0.5643897206059811,0.6691882055513436,0.16888499976149662,0.20042615986221607,0.6415911930344835,0.612348791396828,0.10649228517696442,0.09393388686414746,0.14446993081372275,0.0625378992013689,0.03773567736481172
Slc1a3,0.5009342321222785,0.16051536715554157,0.30241547919607814,0.06645247271339777,0.7363216603519137,0.4455489475887006,0.019914363894750868,0.639232989964909,1.0704422800869948,0.786263819183514,0.7628796266382237,0.35765276041561767,0.3377877332579959,0.4281341622659281
Atp1b1,0.021946207258333447,0.02276724843744307,0.013151451743133183,0.010237125341999352,0.022944770908211492,0.03642907753222977,0.024875327033235105,0.012263839389291091,0.022064555737641933,0.03614060128348228,0.009408687476005815,0.024557266022506463,0.0002736803731809963,0.009741542356890913
Nrxn1,0.15495141078944732,0.15091246320913285,0.2147456055985904,0.18337215996872,0.24270224104324112,0.06311225760275556,0.03604439672918525,0.20880074820177258,0.23680675568544712,0.05918193844897243,0.02121188143089447,0.03214370245559623,0.005559724842005334,0.026732104499731187
Slc6a13,0.0034630897949675266,0.009831886040839212,0.005053004367785319,0.0012061421256702389,0.00995067270541036,0.004660094395279513,0.010608568031250308,0.01888708886486086,0.022770501269729276,0.008799354812084789,0.02040390409329716,0.0020467865483078133,0.014053383143423272,0.007145478236282781
Dlgap1,0.7551568948351186,0.26246202482397174,0.625499682127117,0.5815531930476975,0.4530994220244939,0.35462656753443644,0.5264448871789229,0.13568781366136953,0.0342129025660428,0.13726157786494458,0.6594216100265403,0.037876207543646144,0.4889918888886891,0.17348467113408253
Ctnna3,0.03522482214243645,0.29720540098621173,0.0664343414074724,0.03297075874562252,0.06821173780490283,0.36276720924448896,0.36144223904939204,0.1914259037558488,0.1906180036958134,0.09869414159412272,0.2580622337327905,0.09663397204300364,0.2592660107862058,0.0018824275257910206
Grm8,0.12785259049921935,0.23590209136018464,0.58834926533138,0.16509556689456778,0.6269682880718042,0.8205121024465868,0.7971492287949347,0.22303905434846436,0.25851710713660164,0.4540950680315639,0.34308407246863415,0.4298048813293244,0.3680323919678038,0.02614486800958178
Ppfia2,0.9933292024259373,0.8902372447200737,0.5735166908960274,0.7703884774163822,0.35268041164315667,0.3273217155976178,0.1130355505184377,0.4699248536749629,0.24974623165034165,0.4277042217343986,0.3136427630121376,0.2115766693764713,0.10114538234284236,0.21402310660124296
Lrrtm4,1.3822670022740506,1.4381257475372378,0.5995837801409946,1.1885248434744653,0.7929481191393887,2.0618288739379826,1.8820986157225545,0.5439139976055565,0.7262262357710723,2.00124709061056,0.11955779816213279,1.8117871272800001,0.06061331585529353,0.18977478675130918
Dgki,0.19394322887525345,0.2672147923488496,0.055191722942697426,0.0838036310702914,0.05736316079852999,0.2019554914132622,0.09698322550882209,0.126616985828259,0.01622193043020188,0.12808009768885137,0.03588100600191076,0.01849787805725739,0.07207553742115771,0.11226458358334801
Kcnh7,0.7431076639283115,0.7747991897964998,0.4486941798271989,0.6503640490281628,0.351315427775693,0.32928494567748295,0.23376563778658918,0.4747938999633781,0.38090499098015634,0.2964750270143187,0.07394696151081252,0.2005380076770399,0.027676212479484943,0.10255290059182835
Ghrl,0.4813279176698204,0.5052311188378376,0.08099511411471827,0.4755943044451614,0.08916356447637835,0.5826568829643017,0.5848560982578226,0.056175578707206804,0.06385532340913556,0.5640509799647875,0.019731703605431195,0.5663810780619993,0.01948734843293436,6.10888680884064e-05
Gja5,0.04214055264655838,0.041291543497280425,0.006266503853665091,0.03928356702280655,0.003369088072946784,0.0351732788195563,0.03232303084686577,0.005430970006509746,0.002540292419482357,0.035954907840690456,0.003672305975093662,0.03314508848751581,0.0007277230194154685,0.0029041538839709564
Tbx18,0.1798193688190238,0.37670266500535105,0.41755796897851455,0.13507476169927882,0.10150754365560694,0.0437635223033262,0.353717192620441,0.6159304177971964,0.3035065100313082,0.2384919355054414,0.11505006182317204,0.551493968629094,0.19581460637581533,0.3141057737496169
Pex5l,0.2130547762048986,0.1126206325024928,0.17393951685619197,0.14161569981366473,0.09972820675347327,0.05923198126584529,0.13154188670463227,0.07415977872838674,0.000365852147973403,0.042057541062659104,0.17496492273665418,0.030164769339005176,0.10018166002467986,0.07468536969922684
Smad3,0.017396859701496497,0.05618515227181631,0.0902378298845366,0.0606243507501188,0.13372644767833952,0.0344761307409106,0.006747017316503448,0.12864501724441788,0.17245828069987817,0.07368081825578535,0.08054075466985107,0.03297992842497384,0.039070592682346125,0.04106082285846467
Grik1,0.31259656359027765,0.23898291944803135,0.290879064996088,0.10398046914601448,0.08194237913977385,0.04804191811349078,0.24954895383036985,0.21829695415356887,0.016016296525482265,0.02166869601486528,0.2716149086407436,0.18583223797641885,0.06874879779682126,0.2086230518754253
Cck,0.021826798919793323,0.01777834835515891,0.0038190526096267283,0.036741919933995074,0.025127581670058203,0.014978842516324706,0.028496335299772677,0.0003058640540446354,0.02090920664362503,0.018942331078128514,0.01609609577282745,0.032417341947886105,0.004073939302324859,0.020165787294307055
Kcnn3,0.09676583812642423,0.5112917168369714,0.09137398025576633,0.29718112341358216,0.48537486821437464,0.6275940555259986,0.22992671386444485,0.32063570213559955,0.07401220635521215,0.20823347015357874,0.019141088807077905,0.18878685097577147,0.41632316868789226,0.3965170842777895
Cux2,0.3819049872754522,0.3345939401836078,0.2046813529887598,0.3745860969186124,0.19631554962413963,0.1267908942759175,0.11866302989542207,0.1593975312237633,0.14725331797892857,0.17714748499767993,0.058037146290624265,0.17285514964956,0.048767192669996226,0.005386852120284261
Adcy2,1.4281864823473733,1.5012447203239065,0.4762826875733487,1.2424530526341282,0.29337617395744375,1.0167420349503877,0.8248736863668058,0.5515263591098022,0.3650310953034302,0.9505203741594647,0.11868974223306963,0.7641654420161477,0.06874782413603694,0.1820644563644883
Ptk2b,0.022031235099170057,0.021889130261781065,0.019051922794874474,0.034855021707117996,0.07573727185493423,0.04205339273605709,0.015014169312231948,0.019551740943090586,0.07630569251987379,0.04224450218978486,0.05723416919384742,0.014749559510914067,0.0003822144877666035,0.05677355210793511
Slc26a3,0.004902236451715963,0.008993954745912488,0.0064338360651644555,0.007166096808693316,0.008630618895949018,0.003583048404346658,0.005002852440906157,0.011011865373912239,0.013370751476081901,0.0008720055597539405,0.00633322007597426,0.0004304130160374701,0.004924595627113559,0.0013303674850186082
Prdm12,0.06360177790284613,0.0659318180352642,0.03586299173116264,0.042476792698822985,0.013990536054540302,0.03077505485062699,0.010567648534656544,0.03883224297212202,0.017021647417067323,0.0278779728289822,0.017743339610213155,0.00756746723291335,0.0033455629214328023,0.020970339051418544
Kcnc2,0.20134118749574786,0.1313054923379203,0.01942217632016582,0.2346058570137302,0.0543637969867312,0.11918569206301952,0.1532888345976008,0.044744180098389326,0.005777868490608409,0.18941957258910616,0.02798988586041035,0.2208700809816629,0.06430356332616667,0.03331040310769881
Ptprd,1.0041104913303347,0.2635729168126272,0.45448406266882774,0.8704100283825082,0.31663085768733157,0.1879647674673866,0.3219900120193618,0.28431353602772547,0.4247187243596032,0.5480952542203996,0.8734956336398894,0.4161579942767909,0.7340416505137032,0.13706441490463137
Nppa,0.16740083370081718,0.11192359762032332,0.32909996073491843,0.20244560410299295,0.36194265494387384,0.22422945745970646,0.18959388042834552,0.2768639178180455,0.30979276454155014,0.16928525411190734,0.018386524839095256,0.13566725086386647,0.05064774377244938,0.031776654758416845
Grm5,0.1179572620095238,0.12863204096561814,0.1082688376423427,0.13887356922691468,0.12943403171402015,0.022225301620344237,0.043233788283474406,0.11913719801234474,0.14074487891108908,0.009669987983129985,0.03329646963845769,0.03047567318443962,0.012278764783301964,0.020851776161437446
Actn2,0.0007504651618358549,0.008934417304263425,0.012324449381934771,0.016277329885966318,0.029423409458250144,0.0025619328642177233,0.014330002842896863,0.022061088070583032,0.03927003109125387,0.01205919859484135,0.02670620701464396,0.004696876773011617,0.009574900520317857,0.017001916914819552
Sorbs2,0.28111515303916546,0.8253190679958737,0.1904545459311053,0.06441420937809211,0.025861824934011308,0.6225585151885084,0.4331615142030633,0.7328798772334921,0.5278600146957859,0.08852146377511366,0.3411068760744912,0.11712329830469406,0.5310567029743924,0.2061254740423242
Cacna2d3,0.3558384049411537,0.22968932789257673,0.2189670580290965,0.02596629361119941,0.5503825212571433,0.4553984132224421,0.12354973821157103,0.34952958942320916,0.6715495378797971,0.5750491772485339,0.4566168710470958,0.2331551130085846,0.1239829590797367,0.3428146364392821
Aloxe3,0.09384444579702447,0.05719786929898965,0.4577256090360796,0.18465948524758424,0.5446301253503799,0.5167612674259626,0.4190818066987222,0.309444161839315,0.39559341588266456,0.3627398900436528,0.058112563813106734,0.2656562390705138,0.15162973605061356,0.09344164601041174
Gimap3,0.06461638950299455,0.8108754141392369,1.6991610110541417,0.14988591279889976,1.7859265001522961,2.498515338030757,2.410119843405352,0.8318634554510906,0.9197230069442455,1.6135788882278668,0.7886593186557717,1.532216703229312,0.8788856026926856,0.08500158769107283
Abcc8,0.040895728754473955,0.02929070619001763,0.008993506405966084,0.05041463056989692,0.01845059473970973,0.020366736969516467,0.028927566633018913,0.002982382530326011,0.006165651150332021,0.031917677015199146,0.0033068906056823145,0.040818464754171974,0.011898624935990117,0.00886215781285615
Grin2b,0.565711012007483,0.3918545179398861,0.6869565484337676,0.3926997298941285,0.5130216700135704,0.29483193924087053,0.46392222026821717,0.5126121475865382,0.3391739178040219,0.12121942780007341,0.3435044413170618,0.29091093815486274,0.1736647871671863,0.17024917657690766
Syn2,0.04617602761672948,0.024205857233491883,0.002042331505372411,0.02512430358646533,0.07292573446147387,0.025154514858565718,0.04418203499826487,0.023365964080766573,0.09334905154269127,0.04731199804841605,0.09015262320732084,0.023372006010787722,0.02129342069504579,0.070182487372569
Nr3c2,0.13413021974809963,0.05407390317591142,0.2407360999052113,0.47604886478676345,0.5844979622425982,0.18655585606892866,0.1721644973425688,0.16289520037675215,0.5084648509669676,0.10368152537757432,0.2789476119336326,0.25393998346386826,0.08131467064605868,0.3586317436282281
Kcnj3,0.12727273915928117,0.1181903920445599,0.15694773119723304,0.21867320923316969,0.06395110495324632,0.27052200610521754,0.35944207880941575,0.1672365530147686,0.07397765315985816,0.278345421783369,0.0810816657957404,0.36693576285472856,0.008850041380522837,0.08942963372466597
Glra1,0.015733972795651998,0.019166529141316162,0.021267050087343878,0.005510306149766941,0.010735989070096366,0.002891772286135856,0.013012975669626212,0.0252290056856036,0.01478333186639626,0.0060340129224931574,0.006853727884395581,0.01623491041293056,0.0035179433908983896,0.010394441041965402
Shank3,0.4846489590921094,0.44897207874134276,0.32941803815110166,0.4820864848453149,0.3256922015147669,0.11776715912961502,0.1138055959881768,0.29437227239269126,0.2905780071770915,0.1524403412243919,0.039471160874773405,0.1484559660051309,0.03437663528868467,0.005185769815138228
Lin7a,0.18381630702215654,0.20194987576178666,0.40167846797923834,0.7598654461594124,0.1753982773201994,0.5855674281126024,1.1613986079162357,0.3827041292949535,0.19727894942625981,0.5689804720557536,0.5938505445395963,1.1421543799899818,0.0168775949716524,0.5740873309900906
Gabrb1,0.5678377110752536,0.5103835899681638,0.5671703319602739,0.4242765759186664,0.41789937559171986,0.053894752556913963,0.18200231151740295,0.5077882212139572,0.38117857529413374,0.002847493844869563,0.18772696227051222,0.1514659076064847,0.053064233560296645,0.15480281313409663
Slc24a4,0.5074262203989782,0.6322751925022743,0.3419408388170182,0.36455669474546726,0.48638717991254216,0.9830573328093254,0.8472158971125845,0.21702430985659232,0.35966859559709485,0.8543677934376456,0.00888640691637096,0.7174901029733391,0.12757457156874277,0.13753094667912166
Nrxn3,0.23722613682400148,0.07653352203601868,0.27567814185866296,0.33567929742434977,0.37198563296732046,0.1789847094211986,0.07645633843188494,0.1188291762880718,0.21340780956774721,0.0202833891472596,0.05336353135694308,0.08341814258328704,0.1545180637163174,0.10251293323256967
Reln,0.004501120781182241,0.022277206047283653,0.004367424072495626,0.011754164610530407,0.002495670898568929,0.017893069699280725,0.010784863846395407,0.030917352668491018,0.02405425732358351,0.009063519656662628,0.020221619711991386,0.016155012860197687,0.027040150733479876,0.006785105348945016
Fgf12,1.3164368339873698,1.2242658174492274,1.0205702565065167,1.144511040254721,0.8509294720470186,0.20468667771050864,0.01792212927465828,0.931620340018913,0.7528119904605297,0.29542606009844125,0.2737873613011103,0.1180492892647519,0.08826166552382332,0.175587307242757
Cacna1c,0.34467545512445447,0.22180126665886893,1.3934759284900686,0.3152354320009401,2.0593938516810595,1.6143300962032352,0.9364521689383006,1.515024189780969,2.1852986546292072,1.73079137499632,0.800102720229332,1.0565121967390878,0.11516240834562029,0.6814226536125827
Kcnk3,0.16467186187166036,0.08874528294086256,0.07586496855717938,0.13702040873440657,0.048682666982144344,0.013685928614270659,0.014159818066058228,0.00030328927458579246,0.026973789910947524,0.08817187681868748,0.1016113849279267,0.06069576566623352,0.07432482752084792,0.027144390189916295
Kcnk13,0.016618457520906474,0.18208766625863565,0.3580259521757125,0.06438276454105558,0.439054688865351,0.538270176231915,0.45963516506607044,0.19240541621702165,0.27264999109557475,0.3750846335840574,0.0859262259371642,0.29581679429060626,0.16381837077546416,0.07857998744979201
Tmem108,0.41163713453986467,0.30151664611112905,0.45566014340494443,0.3571699496062068,0.4015288607390477,0.15052214892780186,0.20665829652361756,0.3442380645069716,0.2931088225081076,0.04631127922621811,0.16171159340419955,0.10471471253693841,0.10574338637597729,0.057878598784940366
Cacna1d,0.0866485411772068,0.3032617854679565,0.06788523410408948,0.036959016649911094,0.01882006967958546,0.3719173313344552,0.4179336642728197,0.32338733659919544,0.37088755086188013,0.017092936949633986,0.43548067622663683,0.030309961242261037,0.39000763183276893,0.04678664470077366
P2rx7,0.6182179464628618,0.55832566954898,0.04474631910111265,0.4939667098597756,0.08028715910868411,0.5214244109435797,0.39637959986829036,0.01387623409244867,0.1393745256416733,0.5817928416703743,0.18519783671300644,0.45736020009628664,0.05947281177400731,0.1250901638396381
Nr2f6,0.0073257101540827865,0.007167474949104538,0.015958327448640747,0.007120590123462326,0.015641857038684252,0.008972530117335559,0.009089741394848931,0.015735625903376516,0.015378131172659064,0.008995972136860587,0.0003926580746418538,0.009095601899730188,0.00015823534263187524,0.0002344227320099786
Gad2,0.03800874306696881,0.03734629967765798,0.0066712088411419535,0.03765024531298639,0.007103746096247377,0.04363173156742572,0.043339478361578705,0.007489523047621599,0.007863609661557617,0.04405647596158674,0.0009118358076625684,0.043690183254616724,0.0005689232002570702,0.0004052603589611416
Grin3a,0.172572768069871,0.15775724971241467,0.32477420207956736,0.11596131984730443,0.26817151983469956,0.17427549996848782,0.23606536447795534,0.31051161915397785,0.2513987278509233,0.1569585488382613,0.07826423333845774,0.21590467599308968,0.016781565324130603,0.05863893213221916
Gip,0.5423555463099962,0.48454547522026575,0.25193475035651886,0.43716368162931135,0.3349494987331205,0.7410028815822214,0.6347893528613817,0.31070416157194725,0.3938684104207859,0.8059021599826623,0.14939664698343558,0.6995391006894928,0.06643173432721611,0.08277802786867262
