pathway,overlap,pathway_size,p_value,enrichment
GOBP_RESPONSE_TO_AUDITORY_STIMULUS,3,15,0.03824146277213223,0.2
GOBP_AMYLOID_BETA_METABOLIC_PROCESS,3,15,0.03824146277213223,0.2
GOBP_REGULATION_OF_MYOBLAST_DIFFERENTIATION,5,37,0.038565249283353566,0.13513513513513514
GOBP_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,5,37,0.038565249283353566,0.13513513513513514
GOBP_CELL_MORPHOGENESIS,24,324,0.03989559548369673,0.07407407407407407
GOBP_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION,6,50,0.04075926411163393,0.12
GOBP_MUSCLE_CELL_PROLIFERATION,10,105,0.04111896490757488,0.09523809523809523
GOBP_REGULATION_OF_LOCOMOTION,24,327,0.04373914152075797,0.07339449541284404
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,6,51,0.04430160912021451,0.11764705882352941
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION,9,92,0.04441793979555792,0.09782608695652174
GOBP_POSITIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION,3,16,0.0453376933470087,0.1875
GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNE_RECEPTORS,3,16,0.0453376933470087,0.1875
GOBP_WALKING_BEHAVIOR,3,16,0.0453376933470087,0.1875
GOBP_ADRENAL_GLAND_DEVELOPMENT,3,16,0.0453376933470087,0.1875
GOBP_NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS,3,16,0.0453376933470087,0.1875
GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_AXONOGENESIS,3,16,0.0453376933470087,0.1875
GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION,21,279,0.04582709437373838,0.07526881720430108
GOBP_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING,13,152,0.046094964970805716,0.08552631578947369
GOBP_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY,2,7,0.04629274750483851,0.2857142857142857
GOBP_BRANCHING_MORPHOGENESIS_OF_A_NERVE,2,7,0.04629274750483851,0.2857142857142857
GOBP_MAINTENANCE_OF_BLOOD_BRAIN_BARRIER,2,7,0.04629274750483851,0.2857142857142857
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_ORGAN_DEVELOPMENT,2,7,0.04629274750483851,0.2857142857142857
GOBP_POSITIVE_REGULATION_OF_MONOOXYGENASE_ACTIVITY,2,7,0.04629274750483851,0.2857142857142857
GOBP_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY,2,7,0.04629274750483851,0.2857142857142857
GOBP_PROTEIN_LOCALIZATION_TO_CHROMATIN,2,7,0.04629274750483851,0.2857142857142857
GOBP_CELL_MIGRATION_IN_HINDBRAIN,2,7,0.04629274750483851,0.2857142857142857
GOBP_NADH_METABOLIC_PROCESS,2,7,0.04629274750483851,0.2857142857142857
GOBP_HEPARAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS,2,7,0.04629274750483851,0.2857142857142857
GOBP_ECTOPIC_GERM_CELL_PROGRAMMED_CELL_DEATH,2,7,0.04629274750483851,0.2857142857142857
GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,2,7,0.04629274750483851,0.2857142857142857
GOBP_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS,2,7,0.04629274750483851,0.2857142857142857
GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION,2,7,0.04629274750483851,0.2857142857142857
GOBP_PROSTATE_GLAND_GROWTH,2,7,0.04629274750483851,0.2857142857142857
GOBP_VASCULOGENESIS_INVOLVED_IN_CORONARY_VASCULAR_MORPHOGENESIS,2,7,0.04629274750483851,0.2857142857142857
GOBP_HEART_MORPHOGENESIS,12,137,0.04651739416995953,0.08759124087591241
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION,4,27,0.04659474971641932,0.14814814814814814
GOBP_POSITIVE_REGULATION_OF_STEM_CELL_PROLIFERATION,4,27,0.04659474971641932,0.14814814814814814
GOBP_ADIPOSE_TISSUE_DEVELOPMENT,4,27,0.04659474971641932,0.14814814814814814
GOBP_MESENCHYMAL_CELL_PROLIFERATION,4,27,0.04659474971641932,0.14814814814814814
GOBP_TUBE_FORMATION,7,65,0.046886313528318825,0.1076923076923077
GOBP_REGULATION_OF_BMP_SIGNALING_PATHWAY,5,39,0.04694243326747847,0.1282051282051282
GOBP_REGULATION_OF_TRANSFERASE_ACTIVITY,9,93,0.04708268467753472,0.0967741935483871
GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE,9,93,0.04708268467753472,0.0967741935483871
