pathway,overlap,pathway_size,p_value,enrichment
GOBP_ENDOTHELIAL_CELL_MIGRATION,11,88,0.004820908072291858,0.125
GOBP_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION,6,32,0.004975556738992349,0.1875
GOBP_REGULATION_OF_ORGANELLE_ORGANIZATION,16,155,0.005258575828849715,0.1032258064516129
GOBP_RESPONSE_TO_OXIDATIVE_STRESS,11,89,0.005259605069706783,0.12359550561797752
GOBP_ATP_METABOLIC_PROCESS,7,43,0.0055806233944123845,0.16279069767441862
GOBP_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS,4,15,0.005849445863452929,0.26666666666666666
GOBP_REGULATION_OF_ATP_DEPENDENT_ACTIVITY,4,15,0.005849445863452929,0.26666666666666666
GOBP_TRANSDIFFERENTIATION,3,8,0.0061339619570376265,0.375
GOBP_RESPONSE_TO_FOLLICLE_STIMULATING_HORMONE,3,8,0.0061339619570376265,0.375
GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION,3,8,0.0061339619570376265,0.375
GOBP_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL,3,8,0.0061339619570376265,0.375
GOBP_MUSCLE_CELL_MIGRATION,7,44,0.006355061587836017,0.1590909090909091
GOBP_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS,9,67,0.006549382157555801,0.13432835820895522
GOBP_INTRACELLULAR_MONOATOMIC_ION_HOMEOSTASIS,15,145,0.00668956396054293,0.10344827586206896
GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_METABOLIC_PROCESS,11,92,0.006767851422613555,0.11956521739130435
GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS,7,45,0.007206920357525068,0.15555555555555556
GOBP_NEURON_PROJECTION_EXTENSION,7,45,0.007206920357525068,0.15555555555555556
GOBP_RESPONSE_TO_GROWTH_FACTOR,22,248,0.007304478990417473,0.08870967741935484
GOBP_EPITHELIAL_TUBE_MORPHOGENESIS,17,175,0.007489401047739565,0.09714285714285714
GOBP_D_GLUCOSE_IMPORT,5,25,0.007713951836423706,0.2
GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION,5,25,0.007713951836423706,0.2
GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,5,25,0.007713951836423706,0.2
GOBP_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,8,57,0.007831526191185658,0.14035087719298245
GOBP_REGULATION_OF_CATABOLIC_PROCESS,14,134,0.00798049974307924,0.1044776119402985
GOBP_CHEMICAL_HOMEOSTASIS,25,296,0.008044149735369679,0.08445945945945946
GOBP_SEQUESTERING_OF_CALCIUM_ION,7,46,0.008140650398451863,0.15217391304347827
GOBP_REGULATION_OF_CATALYTIC_ACTIVITY,17,177,0.008371837465537183,0.096045197740113
GOBP_INTRACELLULAR_TRANSPORT,12,108,0.008532940775864648,0.1111111111111111
GOBP_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS,43,591,0.008613922165657373,0.0727580372250423
GOBP_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT,3,9,0.008856591485702088,0.3333333333333333
GOBP_PROTEIN_KINASE_A_SIGNALING,3,9,0.008856591485702088,0.3333333333333333
GOBP_POSITIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS,3,9,0.008856591485702088,0.3333333333333333
GOBP_VENOUS_BLOOD_VESSEL_DEVELOPMENT,3,9,0.008856591485702088,0.3333333333333333
GOBP_POSITIVE_REGULATION_OF_ATP_DEPENDENT_ACTIVITY,3,9,0.008856591485702088,0.3333333333333333
GOBP_CARDIAC_MUSCLE_CELL_MYOBLAST_DIFFERENTIATION,3,9,0.008856591485702088,0.3333333333333333
GOBP_CELLULAR_RESPONSE_TO_ANGIOTENSIN,3,9,0.008856591485702088,0.3333333333333333
GOBP_SMOOTH_MUSCLE_CONTRACTION,6,36,0.00901894904494449,0.16666666666666666
GOBP_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION,6,36,0.00901894904494449,0.16666666666666666
GOBP_REGULATION_OF_CELLULAR_LOCALIZATION,18,193,0.00906923814322044,0.09326424870466321
GOBP_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS,15,150,0.009096724496674327,0.1
GOBP_DEPHOSPHORYLATION,5,26,0.00916148052338614,0.19230769230769232
GOBP_PROTEIN_LOCALIZATION_TO_ORGANELLE,12,109,0.009167229598262872,0.11009174311926606
GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM,10,83,0.009168759035821502,0.12048192771084337
GOBP_RESPONSE_TO_MECHANICAL_STIMULUS,10,83,0.009168759035821502,0.12048192771084337
GOBP_MYELOID_CELL_APOPTOTIC_PROCESS,4,17,0.009409754296442066,0.23529411764705882
GOBP_RESPONSE_TO_ISCHEMIA,4,17,0.009409754296442066,0.23529411764705882
GOBP_REGULATION_OF_MEMBRANE_DEPOLARIZATION,4,17,0.009409754296442066,0.23529411764705882
GOBP_LIGAND_GATED_ION_CHANNEL_SIGNALING_PATHWAY,4,17,0.009409754296442066,0.23529411764705882
GOBP_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE,8,59,0.009629385017617984,0.13559322033898305
GOBP_POSTSYNAPSE_ORGANIZATION,8,59,0.009629385017617984,0.13559322033898305
GOBP_PROTEIN_CONTAINING_COMPLEX_ORGANIZATION,21,239,0.009690348217584039,0.08786610878661087
GOBP_TISSUE_REMODELING,10,84,0.009955376697320207,0.11904761904761904
GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE,6,37,0.010316709351614387,0.16216216216216217
GOBP_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS,8,60,0.010635837674278104,0.13333333333333333
GOBP_REGULATION_OF_BLOOD_PRESSURE,8,60,0.010635837674278104,0.13333333333333333
GOBP_CELLULAR_HOMEOSTASIS,20,226,0.01067512495582529,0.08849557522123894
GOBP_DENDRITIC_SPINE_DEVELOPMENT,5,27,0.010786130824943825,0.18518518518518517
GOBP_RESPONSE_TO_DECREASED_OXYGEN_LEVELS,10,85,0.010792545566106851,0.11764705882352941
GOBP_INORGANIC_ION_HOMEOSTASIS,15,153,0.01084304512595146,0.09803921568627451
GOBP_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS,18,197,0.011119760207149791,0.09137055837563451
GOBP_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS,20,227,0.011183094189350094,0.0881057268722467
GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_SIZE,14,140,0.01158758036665066,0.1
GOBP_PROTEIN_DEPOLYMERIZATION,4,18,0.011621974702405431,0.2222222222222222
GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT,4,18,0.011621974702405431,0.2222222222222222
GOBP_LAMELLIPODIUM_ORGANIZATION,4,18,0.011621974702405431,0.2222222222222222
GOBP_ATRIOVENTRICULAR_VALVE_DEVELOPMENT,4,18,0.011621974702405431,0.2222222222222222
GOBP_CELLULAR_RESPONSE_TO_LIPID,18,198,0.011686244359593777,0.09090909090909091
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION,8,61,0.01171827867792482,0.13114754098360656
GOBP_ATRIAL_SEPTUM_MORPHOGENESIS,3,10,0.012179975898806004,0.3
GOBP_ATRIAL_SEPTUM_DEVELOPMENT,3,10,0.012179975898806004,0.3
GOBP_ECTODERMAL_PLACODE_DEVELOPMENT,3,10,0.012179975898806004,0.3
GOBP_POSITIVE_REGULATION_OF_LIPID_STORAGE,3,10,0.012179975898806004,0.3
GOBP_DESMOSOME_ORGANIZATION,3,10,0.012179975898806004,0.3
GOBP_LABYRINTHINE_LAYER_MORPHOGENESIS,3,10,0.012179975898806004,0.3
GOBP_ATRIOVENTRICULAR_CANAL_DEVELOPMENT,3,10,0.012179975898806004,0.3
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION,3,10,0.012179975898806004,0.3
GOBP_CELLULAR_RESPONSE_TO_ALKALOID,3,10,0.012179975898806004,0.3
GOBP_NEGATIVE_REGULATION_OF_TRANSPORT,11,100,0.012470100778620345,0.11
GOBP_BLOOD_VESSEL_MORPHOGENESIS,22,260,0.012474244315974542,0.08461538461538462
GOBP_PROTEIN_LOCALIZATION_TO_CELL_JUNCTION,5,28,0.012597353870809416,0.17857142857142858
GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION,5,28,0.012597353870809416,0.17857142857142858
GOBP_RESPONSE_TO_ALKALOID,5,28,0.012597353870809416,0.17857142857142858
GOBP_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,10,87,0.012626461131799245,0.11494252873563218
GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,8,62,0.01287991415364352,0.12903225806451613
GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION,6,39,0.013300688445174217,0.15384615384615385
GOBP_CELLULAR_RESPONSE_TO_STRESS,24,293,0.013450861645519185,0.08191126279863481
GOBP_CALCIUM_MEDIATED_SIGNALING,9,75,0.013517284699977084,0.12
GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY,16,172,0.013921518897828628,0.09302325581395349
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS,37,506,0.013947591170993727,0.07312252964426877
GOBP_MAINTENANCE_OF_LOCATION,8,63,0.014123920144913187,0.12698412698412698
GOBP_LIPID_OXIDATION,4,19,0.014142675688149886,0.21052631578947367
GOBP_RESPONSE_TO_PURINE_CONTAINING_COMPOUND,7,51,0.01419167654727952,0.13725490196078433
GOBP_ERK1_AND_ERK2_CASCADE,10,89,0.014686358884378548,0.11235955056179775
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT,6,40,0.014998886798875833,0.15
GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE,12,117,0.015659039405384538,0.10256410256410256
GOBP_EMBRYONIC_PLACENTA_DEVELOPMENT,7,52,0.01570851033568496,0.1346153846153846
GOBP_NUCLEOTIDE_METABOLIC_PROCESS,9,77,0.01590014077964736,0.11688311688311688
GOBP_POSITIVE_REGULATION_OF_MUSCLE_HYPERTROPHY,3,11,0.016123933185040257,0.2727272727272727
GOBP_HEART_VALVE_FORMATION,3,11,0.016123933185040257,0.2727272727272727
GOBP_POSITIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION,3,11,0.016123933185040257,0.2727272727272727
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,3,11,0.016123933185040257,0.2727272727272727
GOBP_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE,3,11,0.016123933185040257,0.2727272727272727
GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,3,11,0.016123933185040257,0.2727272727272727
GOBP_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS,3,11,0.016123933185040257,0.2727272727272727
GOBP_HEART_VALVE_MORPHOGENESIS,5,30,0.016814688480306133,0.16666666666666666
GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION,6,41,0.016842192728113825,0.14634146341463414
GOBP_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,8,65,0.01687154181307049,0.12307692307692308
GOBP_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS,4,20,0.01698491535712936,0.2
GOBP_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION,4,20,0.01698491535712936,0.2
GOBP_LABYRINTHINE_LAYER_DEVELOPMENT,4,20,0.01698491535712936,0.2
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION,13,133,0.01761030408204648,0.09774436090225563
GOBP_NEGATIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH,22,270,0.018739978519345894,0.08148148148148149
GOBP_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS,5,31,0.019236929205595804,0.16129032258064516
GOBP_CELL_PROJECTION_ASSEMBLY,10,93,0.0195469875637749,0.10752688172043011
GOBP_PHOSPHORYLATION,20,240,0.019724832139559875,0.08333333333333333
GOBP_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION,20,241,0.020549239451516,0.08298755186721991
GOBP_INTRACELLULAR_SODIUM_ION_HOMEOSTASIS,3,12,0.020700270612403773,0.25
GOBP_SKELETAL_MUSCLE_ADAPTATION,3,12,0.020700270612403773,0.25
GOBP_LONG_TERM_SYNAPTIC_DEPRESSION,3,12,0.020700270612403773,0.25
GOBP_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS,3,12,0.020700270612403773,0.25
GOBP_RESPONSE_TO_OXYGEN_LEVELS,10,94,0.02092774843243546,0.10638297872340426
GOBP_MYOTUBE_DIFFERENTIATION,6,43,0.02098555632442154,0.13953488372093023
GOBP_CELL_PROJECTION_ORGANIZATION,30,403,0.021230268373315625,0.07444168734491315
GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY,11,108,0.02126570158104406,0.10185185185185185
GOBP_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS,17,196,0.02159903349401822,0.08673469387755102
GOBP_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS,8,68,0.021687405092886206,0.11764705882352941
GOBP_AXON_EXTENSION,5,32,0.021877924106818672,0.15625
GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION,5,32,0.021877924106818672,0.15625
GOBP_MONOSACCHARIDE_TRANSMEMBRANE_TRANSPORT,5,32,0.021877924106818672,0.15625
GOBP_REGULATION_OF_CELL_GROWTH,10,95,0.022378519951665905,0.10526315789473684
GOBP_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING,14,152,0.02251673771672125,0.09210526315789473
GOBP_REGULATION_OF_NEURON_APOPTOTIC_PROCESS,9,82,0.023191522603947613,0.10975609756097561
GOBP_DEVELOPMENT_OF_PRIMARY_FEMALE_SEXUAL_CHARACTERISTICS,6,44,0.02329563444072452,0.13636363636363635
GOBP_CELL_CELL_JUNCTION_ORGANIZATION,8,69,0.023489495247427935,0.11594202898550725
GOBP_ANTIBACTERIAL_INNATE_IMMUNE_RESPONSE,2,5,0.02359122231103322,0.4
GOBP_CELLULAR_RESPONSE_TO_PURINE_CONTAINING_COMPOUND,2,5,0.02359122231103322,0.4
GOBP_NATURAL_KILLER_CELL_PROLIFERATION,2,5,0.02359122231103322,0.4
GOBP_NEGATIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT,2,5,0.02359122231103322,0.4
GOBP_LIPID_IMPORT_INTO_CELL,2,5,0.02359122231103322,0.4
GOBP_CELLULAR_RESPONSE_TO_CAFFEINE,2,5,0.02359122231103322,0.4
GOBP_ANGIOTENSIN_ACTIVATED_SIGNALING_PATHWAY,2,5,0.02359122231103322,0.4
GOBP_CELLULAR_RESPONSE_TO_EPINEPHRINE_STIMULUS,2,5,0.02359122231103322,0.4
GOBP_MESENCHYME_MIGRATION,2,5,0.02359122231103322,0.4
GOBP_RESPONSE_TO_EPINEPHRINE,2,5,0.02359122231103322,0.4
GOBP_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY,2,5,0.02359122231103322,0.4
GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION,2,5,0.02359122231103322,0.4
GOBP_POSITIVE_REGULATION_OF_GAP_JUNCTION_ASSEMBLY,2,5,0.02359122231103322,0.4
GOBP_HYPEROSMOTIC_RESPONSE,2,5,0.02359122231103322,0.4
GOBP_VENOUS_BLOOD_VESSEL_MORPHOGENESIS,2,5,0.02359122231103322,0.4
GOBP_REGULATION_OF_CARDIAC_CONDUCTION,2,5,0.02359122231103322,0.4
GOBP_MEMBRANE_HYPERPOLARIZATION,2,5,0.02359122231103322,0.4
GOBP_GLOSSOPHARYNGEAL_NERVE_DEVELOPMENT,2,5,0.02359122231103322,0.4
GOBP_EPITHELIAL_CELL_CELL_ADHESION,2,5,0.02359122231103322,0.4
GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION,4,22,0.023676979272789035,0.18181818181818182
GOBP_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS,4,22,0.023676979272789035,0.18181818181818182
GOBP_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY,4,22,0.023676979272789035,0.18181818181818182
GOBP_NUTRIENT_STORAGE,5,33,0.024744120123649675,0.15151515151515152
GOBP_LIPID_BIOSYNTHETIC_PROCESS,12,125,0.025163075750253627,0.096
GOBP_RESPONSE_TO_LIPID,24,310,0.025213738630970792,0.07741935483870968
GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY,8,70,0.025394586464765334,0.11428571428571428
GOBP_NEURON_APOPTOTIC_PROCESS,10,97,0.025497385804637736,0.10309278350515463
GOBP_RESPONSE_TO_ORGANOPHOSPHORUS,6,45,0.025770821222755206,0.13333333333333333
GOBP_NERVE_DEVELOPMENT,6,45,0.025770821222755206,0.13333333333333333
GOBP_B_CELL_HOMEOSTASIS,3,13,0.025913765970528205,0.23076923076923078
GOBP_RESPONSE_TO_GONADOTROPIN,3,13,0.025913765970528205,0.23076923076923078
GOBP_HYALURONAN_METABOLIC_PROCESS,3,13,0.025913765970528205,0.23076923076923078
GOBP_MELANOCYTE_DIFFERENTIATION,3,13,0.025913765970528205,0.23076923076923078
GOBP_EMBRYONIC_PLACENTA_MORPHOGENESIS,3,13,0.025913765970528205,0.23076923076923078
GOBP_MEMBRANE_REPOLARIZATION,3,13,0.025913765970528205,0.23076923076923078
GOBP_PIGMENT_CELL_DIFFERENTIATION,3,13,0.025913765970528205,0.23076923076923078
GOBP_RESPONSE_TO_ANGIOTENSIN,3,13,0.025913765970528205,0.23076923076923078
GOBP_MONOATOMIC_ION_HOMEOSTASIS,15,170,0.02624338945110529,0.08823529411764706
GOBP_EMBRYO_DEVELOPMENT,35,495,0.02679371232584507,0.0707070707070707
GOBP_SYNAPTIC_SIGNALING,17,201,0.02689738256938943,0.0845771144278607
GOBP_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS,7,58,0.027292112083248294,0.1206896551724138
GOBP_RENAL_SYSTEM_DEVELOPMENT,15,171,0.027496282315606163,0.08771929824561403
GOBP_REGULATION_OF_CELL_MATRIX_ADHESION,5,34,0.027841270215650867,0.14705882352941177
GOBP_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,6,46,0.028415346846400718,0.13043478260869565
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL,6,46,0.028415346846400718,0.13043478260869565
GOBP_ANGIOGENESIS,17,204,0.030515507457624158,0.08333333333333333
GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS,5,35,0.031174416525451717,0.14285714285714285
GOBP_REGULATION_OF_MULTICELLULAR_ORGANISMAL_DEVELOPMENT,38,553,0.03175972705894012,0.06871609403254973
GOBP_FIBROBLAST_MIGRATION,3,14,0.031763059390396385,0.21428571428571427
GOBP_ATRIOVENTRICULAR_VALVE_MORPHOGENESIS,3,14,0.031763059390396385,0.21428571428571427
GOBP_POSITIVE_REGULATION_OF_MUSCLE_CONTRACTION,3,14,0.031763059390396385,0.21428571428571427
GOBP_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY,3,14,0.031763059390396385,0.21428571428571427
GOBP_POSITIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,3,14,0.031763059390396385,0.21428571428571427
GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,3,14,0.031763059390396385,0.21428571428571427
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT,3,14,0.031763059390396385,0.21428571428571427
GOBP_REGULATION_OF_ACTIN_FILAMENT_LENGTH,4,24,0.03176567491936668,0.16666666666666666
GOBP_REGULATION_OF_MUSCLE_ORGAN_DEVELOPMENT,4,24,0.03176567491936668,0.16666666666666666
GOBP_RESPONSE_TO_OSMOTIC_STRESS,4,24,0.03176567491936668,0.16666666666666666
GOBP_PEPTIDYL_SERINE_MODIFICATION,4,24,0.03176567491936668,0.16666666666666666
GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,30,417,0.032274287723876444,0.07194244604316546
GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY,9,87,0.03261450309852007,0.10344827586206896
GOBP_NEGATIVE_REGULATION_OF_LOCOMOTION,10,101,0.032653205074057466,0.09900990099009901
GOBP_POSITIVE_REGULATION_OF_TRANSPORT,20,253,0.03266476184837277,0.07905138339920949
GOBP_LIMB_BUD_FORMATION,2,6,0.03420429975116298,0.3333333333333333
GOBP_ATRIOVENTRICULAR_VALVE_FORMATION,2,6,0.03420429975116298,0.3333333333333333
GOBP_REGULATION_OF_RELAXATION_OF_MUSCLE,2,6,0.03420429975116298,0.3333333333333333
GOBP_RESPONSE_TO_INTERLEUKIN_15,2,6,0.03420429975116298,0.3333333333333333
GOBP_POSITIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY,2,6,0.03420429975116298,0.3333333333333333
GOBP_VISCERAL_SEROUS_PERICARDIUM_DEVELOPMENT,2,6,0.03420429975116298,0.3333333333333333
GOBP_NEGATIVE_REGULATION_OF_D_GLUCOSE_IMPORT,2,6,0.03420429975116298,0.3333333333333333
GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS,2,6,0.03420429975116298,0.3333333333333333
GOBP_ENDOCARDIUM_MORPHOGENESIS,2,6,0.03420429975116298,0.3333333333333333
GOBP_REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,2,6,0.03420429975116298,0.3333333333333333
GOBP_CELLULAR_RESPONSE_TO_FOLLICLE_STIMULATING_HORMONE_STIMULUS,2,6,0.03420429975116298,0.3333333333333333
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_DIFFERENTIATION,2,6,0.03420429975116298,0.3333333333333333
GOBP_CELLULAR_RESPONSE_TO_CHOLESTEROL,2,6,0.03420429975116298,0.3333333333333333
GOBP_NERVOUS_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,2,6,0.03420429975116298,0.3333333333333333
GOBP_POSITIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_MIGRATION,2,6,0.03420429975116298,0.3333333333333333
GOBP_SKELETAL_MUSCLE_FIBER_DIFFERENTIATION,2,6,0.03420429975116298,0.3333333333333333
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE,2,6,0.03420429975116298,0.3333333333333333
GOBP_FIBROBLAST_ACTIVATION,2,6,0.03420429975116298,0.3333333333333333
GOBP_RESPONSE_TO_CAFFEINE,2,6,0.03420429975116298,0.3333333333333333
GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING,2,6,0.03420429975116298,0.3333333333333333
GOBP_POSITIVE_REGULATION_OF_SEQUESTERING_OF_CALCIUM_ION,2,6,0.03420429975116298,0.3333333333333333
GOBP_POSITIVE_REGULATION_OF_CYCLASE_ACTIVITY,2,6,0.03420429975116298,0.3333333333333333
GOBP_POSITIVE_REGULATION_OF_LYASE_ACTIVITY,2,6,0.03420429975116298,0.3333333333333333
GOBP_LUTEINIZATION,2,6,0.03420429975116298,0.3333333333333333
GOBP_CARDIAC_VENTRICLE_FORMATION,2,6,0.03420429975116298,0.3333333333333333
GOBP_PROTEIN_AUTOPHOSPHORYLATION,5,36,0.03474787902230774,0.1388888888888889
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION,5,36,0.03474787902230774,0.1388888888888889
GOBP_HEART_VALVE_DEVELOPMENT,5,36,0.03474787902230774,0.1388888888888889
GOBP_BLOOD_VESSEL_REMODELING,4,25,0.03634695550659391,0.16
GOBP_HETEROTYPIC_CELL_CELL_ADHESION,4,25,0.03634695550659391,0.16
GOBP_STEM_CELL_DIFFERENTIATION,12,132,0.03648054577123129,0.09090909090909091
GOBP_CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS,7,62,0.03763112144108151,0.11290322580645161
GOBP_VESICLE_MEDIATED_TRANSPORT,20,257,0.03770945463136675,0.07782101167315175
GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION,3,15,0.03824146277213223,0.2
GOBP_REPLACEMENT_OSSIFICATION,3,15,0.03824146277213223,0.2
GOBP_CELLULAR_RESPONSE_TO_GLUCOSE_STARVATION,3,15,0.03824146277213223,0.2
GOBP_PROTEIN_POLYUBIQUITINATION,3,15,0.03824146277213223,0.2
GOBP_LACTATION,3,15,0.03824146277213223,0.2
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,3,15,0.03824146277213223,0.2
GOBP_LAMELLIPODIUM_ASSEMBLY,3,15,0.03824146277213223,0.2
GOBP_SKELETAL_MUSCLE_CONTRACTION,3,15,0.03824146277213223,0.2
GOBP_POSITIVE_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL,3,15,0.03824146277213223,0.2
GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS,3,15,0.03824146277213223,0.2
GOBP_NEURON_CELLULAR_HOMEOSTASIS,3,15,0.03824146277213223,0.2
GOBP_RESPONSE_TO_COCAINE,3,15,0.03824146277213223,0.2
GOBP_REGULATION_OF_PROTEIN_DEPOLYMERIZATION,3,15,0.03824146277213223,0.2
GOBP_REGULATION_OF_MYOBLAST_DIFFERENTIATION,5,37,0.038565249283353566,0.13513513513513514
GOBP_CARBOHYDRATE_TRANSPORT,5,37,0.038565249283353566,0.13513513513513514
GOBP_VENTRICULAR_SEPTUM_DEVELOPMENT,5,37,0.038565249283353566,0.13513513513513514
GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,5,37,0.038565249283353566,0.13513513513513514
GOBP_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,5,37,0.038565249283353566,0.13513513513513514
GOBP_EPITHELIUM_DEVELOPMENT,38,561,0.03866021667825155,0.0677361853832442
GOBP_REGULATION_OF_LIPID_METABOLIC_PROCESS,10,104,0.03887452154317803,0.09615384615384616
GOBP_CELL_MORPHOGENESIS,24,324,0.03989559548369673,0.07407407407407407
GOBP_POSITIVE_REGULATION_OF_PROTEIN_SECRETION,7,63,0.04056952160310253,0.1111111111111111
GOBP_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,4,26,0.04128976913990446,0.15384615384615385
GOBP_FATTY_ACID_TRANSPORT,4,26,0.04128976913990446,0.15384615384615385
GOBP_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY,21,276,0.04151931270652863,0.07608695652173914
GOBP_REGULATION_OF_PHOSPHORYLATION,16,196,0.041533066574310586,0.08163265306122448
GOBP_GLAND_MORPHOGENESIS,8,77,0.041819825225529884,0.1038961038961039
