,Gli2_Gli1_Gli3,Gli2_Gli1,Gli1_Gli3,Gli1,Gli2_Gli3,Gli2,Gli3
Lcp2,1.3913030369059713,1.435153160668008,0.6894031392651752,0.826011817358833,0.7066233468339657,0.7677308928862475,0.13482339480626254
Mapk10,15.379346225083687,13.620356885576811,11.128937275580647,9.258639384606171,5.953406019347759,4.178349569988896,1.8208679509166967
Pde4b,7.251533906448898,5.578483317913734,3.3365798327449023,1.609720207249982,5.705863159475218,3.966292583577155,1.7957146885965978
Itpr2,0.9498166046184371,0.9652469147055743,0.5079355701202809,0.5289968852750735,0.42458106650820815,0.43773478435727736,0.013373671632665429
Lef1,0.3929993170008802,0.9768422519412521,0.0025112515118168124,0.5967677946008669,0.2183752080982746,0.38776948412500545,0.6193460177131396
Hif1a,0.25972914955601395,0.08923894937184709,0.19553395829196804,0.027716111053904532,0.24375377214448968,0.07079090753670157,0.1707838719483505
Hes1,0.002948838870572705,0.003865855847458113,0.00015283616281423467,0.0008810554948703121,0.0022116290925962294,0.0029398483039857082,0.0005843735548289415
Fbln5,1.275166187702383,1.3801903287383068,0.8864393694852489,0.9810129432606224,0.3023630747505619,0.39639891797082105,0.0850373740103294
Nrp2,2.016848341039237,0.8429366703270682,1.6251511181173222,0.45095616920223824,1.5771114327167675,0.3738692416801828,1.1981282017541655
Tpm1,1.4585042236406787,0.6387447830993953,1.4840700793921362,0.6505902136668221,0.7691485421514583,0.01578892994070587,0.7944167850597629
Abca1,1.2317061538311203,0.43807442808964464,0.7616750455015291,0.030861331291823377,1.2566299363087983,0.46354589160463067,0.7942576552612515
Stat2,0.2459501196855796,0.11063238924082908,0.16599466555055079,0.024620821426158346,0.2251178247593039,0.08835289188330214,0.14197300892731338
F2,0.001588171072327272,0.004389127408195312,0.0018047398417049137,0.003775515894958661,0.001999651772901285,5.775167667859947e-05,0.0018913673882124638
Il1b,0.28528423839194206,0.283671137548436,0.2457826470840029,0.2406193330462633,0.05286273792421096,0.04674081507166033,0.008204434337837154
Klf6,0.19892314967286168,0.11550077944532158,0.11484626642671199,0.03193612699643718,0.17057975201027378,0.08473140103909015,0.08293859444224441
Wnt6,0.4622753733244071,0.6844569797979979,0.7485812068196723,0.9617855549679838,0.5206521616701566,0.29472594355342724,0.2184299149438706
Abi3bp,9.845676542533688,7.81970377040582,8.735835797271644,6.639125328976379,3.094115233404969,1.141048491234259,2.0058762259737004
Anxa1,0.30597162895339536,0.21058955989580827,0.02835540571496767,0.07789259113359281,0.39524255009711706,0.2858975407950103,0.11450671020966277
Satb1,0.5205672966365424,0.435596794049202,0.4157760286204225,0.33897330906327433,0.1934073195267105,0.10333730649875761,0.08180602743932433
Camk4,2.005007563548803,0.997863161732405,1.2541149384244938,0.24849343157139744,1.7256041478150506,0.7552965341498713,0.9704517256521392
Ccnd2,0.18064133391740447,0.14152699616150588,0.28280780293770286,0.03301765551805093,0.2254903075532983,0.0995743010643749,0.3201843711407633
Preb,0.1052206518750225,0.05932450244718057,0.1361270171134475,0.0917016418816291,0.017457864534751757,0.031138061073122357,0.048706737026664206
Edil3,13.602655140998863,13.014943628363202,8.115733016458321,7.558179586182866,6.0154829974839,5.427303970753049,0.5650931709296736
Hgf,0.8422813975952215,1.3246182682827425,0.5915651562972711,1.0528591895227863,0.20428878011703022,0.2637016287719994,0.45639596586604614
Tcf7l2,7.753887094472953,8.53592361735295,4.850009702164577,5.5946850455773305,2.112984348462555,2.9427654698073313,0.81613970075147
Arid4a,0.19467223187295857,0.09873065687993995,0.11808145054538408,0.0219671550370941,0.17457939519969295,0.07886170274191337,0.09812934135566745
Aqp9,0.06817239423392507,0.037834181128044084,0.05930635798687549,0.026424871714791975,0.04689706163591266,0.01341715765092524,0.036590101642365175
P2rx7,0.3205528475331812,0.32171954966407756,0.22105896355185678,0.2162888148726573,0.12663059060876145,0.12420860340740054,0.006933706204938583
Fbn1,7.428020016532047,6.36786508518752,5.504501028905051,4.437565813991162,2.9611937683126555,1.9087062113750421,1.0511575769753658
Sla,0.1846026554529387,0.0033304080766753236,0.06661221607192055,0.10821395538189293,0.2772787669609238,0.11201434558336129,0.16914988292955369
Csf1,0.39182198921660316,0.1212504079864925,0.31317466843251596,0.04360852479930204,0.3474067750864618,0.0769988592069998,0.26976490562958594
Ets2,0.3462239235127406,0.3224861737137747,0.22840710886313378,0.21044877792117836,0.1500213693431672,0.12103455880155306,0.026155545233716618
Snai2,0.363539722980105,0.2719106056047364,0.2712947362515481,0.17394021907390975,0.1845926502404734,0.09185722209665609,0.09679565774027954
Smad1,0.15551029636450345,0.0039012729211832776,0.15941887692238527,0.0011616149798658797,0.15982799181289745,0.0008693847945558817,0.16090193985028098
Foxc2,0.03460465839254863,0.013132945530409801,0.016595861903251772,0.006566473039252494,0.04123646766682346,0.019168546724511903,0.02357886426565165
Tgfb1,0.9312663365356928,0.49296201751977065,0.9595961083976973,0.5199388657325309,0.427418298328258,0.022324215355241015,0.45656265020903725
Fn1,0.003324182108922153,0.02261451151096181,0.023168543059543377,0.016797192925974033,0.04593415465989646,0.007756424779983705,0.004104861467818877
Lyn,0.6409375243798691,0.16339533714495172,0.32666520542245436,0.46373955179429643,1.134725478031184,0.3116077525197175,0.8166740843385579
Meis2,3.4266109763433286,2.0169260118792938,1.1325962550475082,0.24780254461789264,3.780250083491702,2.268381978246185,1.4697654229788135
Marco,0.054314918274345605,0.055242155987051345,0.026969363546887712,0.030455774843404202,0.020219074818940554,0.02139004301050799,0.003804322669837459
