gene,gli2_effect,gli1_gli3_compensation,compensation_ratio,same_sign,gli2_positive
Atf5,9.186566e-06,1.3612211e-05,1.3362904633416206,1,0
Mybl2,1.8954277e-05,2.6077032e-05,1.306839230506823,0,1
Col12a1,0.00022038817,0.0002889186,1.3050317909940716,0,1
Meis2,0.007989168,0.010170221,1.2728419477537896,1,1
Foxc2,5.1781535e-07,1.9036233e-06,1.2541863540910954,1,1
Ecm1,5.9604645e-08,1.3113022e-06,1.2375391200743557,1,1
Egfr,0.00015109777,0.00018575788,1.2213057430099072,1,1
Slc2a1,0.00024068356,0.00029279292,1.2114722242588614,1,1
Fap,6.0480088e-05,7.333234e-05,1.1927819621858706,1,1
Cxcl15,1.9229949e-05,2.3632776e-05,1.1682073938990156,1,0
Sparc,2.9057264e-05,3.3795834e-05,1.1243815804392576,0,1
Rela,0.00012671947,0.0001424849,1.1156082937080773,1,1
Irf7,2.7939677e-09,1.1185184e-06,1.1154020028315734,0,1
Wnt6,2.0205975e-05,2.335757e-05,1.101461734251785,1,1
Cdkn1c,1.7881393e-07,1.2814999e-06,1.0871095661382284,1,1
Prkca,0.00065875053,0.00070488453,1.0684107066954533,1,1
Cebpg,3.7282705e-05,4.068017e-05,1.0626252768711093,1,1
Hey2,2.0347536e-05,2.2314489e-05,1.04529576621864,0,1
Atf1,5.6922436e-05,6.0260296e-05,1.040361907430827,1,1
F2,9.685755e-08,1.1101365e-06,1.0121063578401772,1,0
Fbln2,1.5713274e-05,1.6827136e-05,1.0068126687805152,1,0
Foxn3,0.0038203,0.0038400888,1.0049168607541936,1,1
Nrp2,0.00028395653,0.00027775764,0.9747368835520279,1,0
Sgcd,0.008234739,0.00799799,0.9711320380599726,1,1
Lta,7.878989e-07,1.6819686e-06,0.9407515156477807,1,0
Prf1,1.4901161e-08,9.52743e-07,0.9387544685250391,0,0
Nfyb,3.4749508e-05,3.325939e-05,0.9303453910470602,1,0
