,0
4930544I03Rik,0.15732975
Negr1,0.3251379
Zfp663,0.3433175
Ptprn2,0.5246142
Slc46a2,0.03646895
Gfi1b,0.03830368
Zfp641,0.22854759
Sntb1,0.0467608
Fam65b,0.21399395
Epb41,0.67560464
Krt16,0.0
Otof,0.116462074
Plin1,0.02086458
Clec12a,0.034624405
Chn2,0.59509236
Prg3,0.0042206864
Tpm2,0.22152916
Ifi207,0.048413545
Bmp5,0.21831116
Nfia,0.78600454
Tmeff2,0.37175992
Mef2a,1.026683
Duxbl1,0.10950672
Veph1,0.3806858
Hlx,0.054341573
Sox13,0.47589108
Junb,0.078191996
Aox3,0.01793812
Tulp3,0.6845389
Zfp14,0.55665535
Pard3b,0.6309001
Gm31784,0.012170575
Ptch1,0.3855545
Zfp30,0.53379506
Hopx,0.13492431
Msr1,0.057876512
Usp32,0.9713991
Nfil3,0.27432734
Lcn3,0.0
Zfp707,0.16858435
Hspa1b,0.010392405
Myb,0.22702244
Fbn2,0.3627074
Zfp977,0.15170373
Kcnq5,0.07213872
Crtam,0.029382069
Rbpjl,0.019988738
Cntnap5c,0.0700852
Dcpp3,0.0014312326
Zfp979,0.14946409
RP23-384F19.1,0.09217622
Gm5141,0.44830012
Nkx3-2,0.0
Pbx1,0.94898754
Grxcr1,0.0065923836
2310057N15Rik,0.0
Cldn5,0.06432257
Gp6,0.02604605
Ccdc175,0.10324876
Slc39a8,0.2034039
Fam198b,0.06001455
Themis,0.101890944
Cntn2,0.52968395
Lce1c,0.0
Gfra1,0.82080585
Gm2007,0.0
Zbtb45,0.22399664
Onecut2,0.5864449
Rhag,0.22403227
Selenop,0.30933347
Cdh16,0.03289084
Zfp940,0.40960923
Limch1,0.6798655
Sele,0.0011959727
Obox8,0.0
Mmp8,0.03974575
Tspear,0.21863663
Figla,0.03847217
Zfp787,0.46845832
Zfp616,0.029332362
Foxj3,0.8784106
Ccl3,0.0012528549
Vwc2,0.11763747
9130023H24Rik,0.101369135
Crygc,0.017021285
Lama1,0.3642775
Lrrfip2,1.0462278
Adarb2,0.25910878
Nfya,0.682601
Tax1bp1,0.93181825
Cldn11,0.12798871
Etv3,0.4467348
Ccdc180,0.09643433
Fcrlb,0.0023916324
Trf,0.4858263
Zfp988,0.025506072
Gm30978,0.001196104
BC049730,0.0
Zfp41,0.43982974
Rerg,0.114171185
Ppm1h,0.5263546
Hey1,0.11527326
Rap1b,0.71096873
Srgn,0.09712394
Gm45455,0.11075181
1700027J07Rik,0.08141937
Usf3,0.7735858
Vav3,0.83624375
Slc12a1,0.089343175
Prkg1,0.07055281
Nr6a1,0.76648545
Gm13371,0.0
Apob,0.19298385
Rhoh,0.09670947
Hsf2,0.9277365
Pbx2,0.22820662
Shisa9,0.0852265
Has2,0.08360327
Prdm4,0.6372586
Vmn1r220,0.0
Sall2,0.34707648
Adamts16,0.09723054
Tmprss11f,0.027829595
Neurod2,0.5245852
Ikzf2,0.64035684
Phb,0.31351808
Hoxa2,0.30843195
Ksr2,0.3011573
Olfr32,0.012586138
Camta1,0.9060043
Fabp4,0.009059124
Mnx1,0.019865558
Slc34a1,0.030319555
Foxl1,0.020139096
Ndst4,0.33411783
Cd93,0.06130489
Gm20754,0.10326713
Fam25c,0.0037087104
Gbp8,0.105500735
Zbtb7c,0.32142687
Adamts5,0.3430059
Hesx1,0.007451699
Zfp750,0.07579577
Tspan8,0.043824274
Asic2,0.3231323
Nefl,0.053009454
Gm4724,0.017625963
Zfp53,0.6046617
E2f2,0.3100255
Nr4a2,0.41641566
Zxdc,0.62016034
Bpifb9a,0.0
Gm10542,0.0011959824
Zfp248,0.63419056
Vmn2r65,0.02581652
Hoxa6,0.39715776
Ccr7,0.01427229
Vcan,0.44744238
Zfp612,0.54603624
Adgrb3,0.5078637
Tshz3,0.50197273
Nrros,0.13147195
Gabrb3,0.49483865
Igfbp1,0.06297475
Tcfl5,0.14352185
Purg,0.8155031
Hmha1,0.053028613
Slc22a23,0.5044252
Zfp426,0.97406906
Ror1,0.22219843
Bpifc,0.036925454
Slc44a5,0.5142922
Rax,0.040458556
Cd7,0.016649889
Tenm2,0.6428373
Zfp287,0.6785022
Neurod1,0.2637609
Slco2b1,0.0682853
Nfatc4,0.40040526
Myom1,0.23155138
Mlxipl,0.21096693
Gatad2b,1.0229243
Pmel,0.035213873
Tcf4,1.4225451
Gm2026,0.0
Sycn,0.0
Pirb,0.077275515
Hoxc5,0.53250355
Col25a1,0.2921371
Epsti1,0.04037043
5830411N06Rik,0.024478838
Lyz1,0.015259571
Pomc,0.1252212
Odam,0.010350171
Mga,1.0895082
Fli1,0.11056739
Zfp930,0.6568434
Bmp6,0.116235904
Galnt18,0.32258433
Zbed4,0.7469268
Spic,0.063125156
Cxcl14,0.09459482
Mybpc3,0.03674489
Guca2a,0.042012364
Tcl1b1,0.009926255
Gm5483,0.024964664
Ms4a8a,0.022549275
C1qb,0.05576924
Olfr1056,0.017789152
Zfp931,0.19233426
Irx1,0.42048472
Zfp956,0.33170882
Zfp715,0.50860065
Rgs7,0.23783925
Zfp688,0.22105376
Tbx19,0.03361178
Atf4,0.4080546
Zfp280d,1.2332431
Vmn1r71,0.0
Cabs1,0.0
Zscan4-ps3,0.0
Zfp13,0.36140442
Lama4,0.2054385
Pdgfd,0.12066764
Grid1,0.4354144
Sgcz,0.12585054
Zfp697,0.8831278
Cpb1,0.051026773
Gm29106,0.054643046
Slamf7,0.016053207
Egfr,0.14496212
Apod,0.092249036
Gm10778,0.30773753
Ush2a,0.11626196
Bcl2,0.6390414
Pde3a,0.5579079
Wdhd1,0.5070107
Egr2,0.03700519
Slc22a4,0.13783558
Trpm8,0.056155626
Arid4b,1.3297188
Zfp958,0.6934293
Kynu,0.040054258
Csde1,1.0640434
Isl1,0.06917075
Adnp,1.0134947
Hnf1a,0.031901296
Lmo7,0.104927674
Zfp541,0.04875827
Prdm5,0.5577261
A730036I17Rik,0.037819263
Oxgr1,0.014510628
Tg,0.057849787
Mpz,0.05577707
Lipk,0.013930175
Slc36a2,0.008324136
Col18a1,0.24279737
4933405E24Rik,0.011011768
Olfr1342,0.0023746418
Tfap2e,0.14763701
Fpr3,0.04467788
