,0
Zbtb18,0.5317402
Foxj1,0.04065247
Apol10a,0.03547803
RP23-297P22.1,0.0
Zfp759,0.31293508
Ubash3b,0.4864011
Serpinb11,0.009564646
Scnn1b,0.04295194
Ppp2r2b,0.39603847
Zfp418,0.24732888
Nudt4,0.5817079
Zfp831,0.040314585
Nme2,0.028559605
Insm1,0.051942583
Ncf1,0.04253587
Zfp945,0.90241313
Mylpf,0.2012648
Zkscan3,0.9676063
Zfpm2,0.5832839
Myh2,0.016690988
Ak7,0.08362483
Bhlha15,0.014546553
Cdh1,0.18738647
Slc4a10,0.10255766
Zfp174,0.21386735
Alk,0.14205797
Gm38353,0.20294994
Zic5,0.16695835
Cpa6,0.26860976
Klra2,0.044201158
Hmgb1,0.8155469
Fgf14,0.13935454
Thbs1,0.34349534
Chst4,0.01199076
Lama2,0.75311697
Celf4,0.54941005
Prr16,0.5550482
Stxbp5l,0.19278805
Cd3g,0.019430125
Hoxc8,0.29677615
Tecta,0.10198471
Mier3,0.91668135
Slfn14,0.02637569
Cpa3,0.026646577
Nckap1l,0.036740653
Fbxo32,0.24263318
Ccr9,0.16257007
Plbd1,0.054482434
Pnliprp2,0.058244295
Klf10,0.28336832
Sema3d,0.56681687
Slc16a10,0.3720746
Tbata,0.051055122
Bcl11a,0.94773746
Rfx4,0.05586753
Tmem174,0.0025948184
Lipm,0.031452354
RP24-409P7.1,0.012380687
Krt19,0.11053515
Olfr25,0.0
Hlf,0.37735656
Hba-x,0.21383753
Zfp575,0.15016837
Gm6999,0.035948645
Zfp503,0.3842832
Mir142hg,0.032270662
Slc1a2,0.3797488
Armc4,0.16862528
Zfp202,0.6282311
C1qc,0.062666
Alox12e,0.0033823135
Zfp141,0.6409715
Hoxd1,0.041232295
Gm14418,0.13946639
Vcam1,0.74161816
Olfr720,0.025182677
Shox2,0.48791787
Alox5,0.016020853
CH25-588N10.2,0.52293795
Pigr,0.015392212
Grm3,0.31948242
Ptchd4,0.49692595
Serpina1b,0.10667127
Cd163,0.014186788
Olfr76,0.012604479
Nxpe2,0.06523326
Otoa,0.26388356
Edar,0.1408645
Lhcgr,0.11629782
Grik3,0.21529236
2210010C04Rik,0.0065080673
Sell,0.0084800245
Lhfpl3,0.32864633
Zfp512b,0.3859509
Itih2,0.19705208
Mep1b,0.04537718
Thap7,0.37454128
Ptprj,0.3648259
Zfp169,0.5728117
Mxd3,0.27695912
Cdc5l,0.918155
4930455D15Rik,0.08505563
Zfp58,0.47737947
Gzf1,0.51577795
Cd209c,0.038194563
Defb4,0.0016237603
Acpp,0.10913996
Zbtb7a,0.51134825
Hic2,0.5712982
Neat1,0.22697666
Zfp607a,0.35839307
Rapgef4,0.24248032
Pcsk2,0.27448216
Mmp12,0.013020916
Mobp,0.010129262
Zfp521,0.94361734
Nfe2l1,0.5150865
Setdb2,0.6514746
Nr5a2,0.270989
Plagl2,0.6934242
Rbpms,0.5253775
Batf3,0.22008121
Lao1,0.0019308905
Evi2b,0.081930436
Krt90,0.010518744
Klre1,0.061401155
Pltp,0.25980434
Nhlh2,0.09929787
Gm5089,0.07571141
Oca2,0.032794036
Gsap,0.33355048
Unc5c,0.9679834
Zscan4e,0.0
Txk,0.03587358
Krtap15,0.01912498
Lrrfip1,0.74154997
Lce1g,0.0025751106
Nr1d2,0.4349914
D630045J12Rik,0.9354952
Mafk,0.15350895
Dmbx1,0.098786
Gm29478,0.28080684
Wbscr17,0.5437919
Pip,0.0018661823
Trpv5,0.015411149
Olfr1264,0.00466059
2010315B03Rik,0.6917
Serpina6,0.15448004
Vip,0.013465868
Dock8,0.09222574
Igfbp2,0.5199854
Zic1,0.3215667
Caprin2,0.7384932
Lce3a,0.0033510712
Ecm1,0.24287179
Thy1,0.09001438
Olfr370,0.013760697
Cpne4,0.17791347
Serpini2,0.028988909
Zfp82,0.35457158
Bach1,0.72428995
Meox2,0.6524442
Ms4a6c,0.042168096
Prdm11,0.7684909
Nkain2,0.22987115
Tlr11,0.00578527
Klhl14,0.2326416
Dnajc2,0.74284524
Bpifb6,0.0024748829
Scnn1g,0.04118993
Zscan26,0.80083996
Grin2a,0.24326363
Klk9,0.01336933
Scn11a,0.13618104
Setdb1,0.99233687
Sprr1b,0.031328775
Smad2,1.0161934
Sim2,0.28927538
Hcn1,0.22824648
Zfp354b,0.16279013
Lim2,0.0
Pdzk1,0.08108108
Crebrf,0.6386718
Adgre1,0.05457107
Bglap3,0.009328703
Crb1,0.087095454
Car12,0.6324923
Zdhhc14,0.3515047
Spata18,0.2519994
Tyrp1,0.012179554
Atoh8,0.46759427
Fam189a1,0.25652492
Hmgb4,0.0
Noto,0.005118634
Wfikkn2,0.36034805
Ppara,0.29872665
Sema3c,0.5537922
Arid3c,0.043706477
Ntng1,0.6094315
Ndst3,0.25463393
Hbb-bt,0.18672599
Cnpy1,0.041703634
Fam46c,0.094620526
Prg4,0.11222014
Col6a5,0.13411586
Pde8b,0.28012788
Rnase1,0.028366057
Zfp667,0.4414775
Ctss,0.0630194
Havcr1,0.030065125
Ptprt,0.43458733
Rarg,0.71581703
Car4,0.055742957
Mdga2,0.3734237
Nexn,0.64684874
Lrp2,0.1678114
Il2rb,0.017087275
Scin,0.1476112
Med12l,0.5279875
Zfp62,0.986109
Nme9,0.020927317
Itga1,0.43962193
Serpina3f,0.028014906
Art2b,0.0037442734
Ncor1,1.2141081
Klf1,0.062151775
Pmp22,0.47222015
RP23-217J11.6,0.0077169873
Cdhr3,0.023619575
Kcnn4,0.06879903
Shh,0.062417362
Zfp316,0.41726893
Gm35315,0.24762651
Zkscan7,0.35742387
Krtdap,0.0045621134
Il18r1,0.009445151
Sorcs3,0.41649544
Neurog2,0.043900833
Olfr124,0.0010297592
Sftpa1,0.0027482156
Art3,0.06509924
Dapk2,0.093192354
Gpld1,0.17134605
4930516K23Rik,0.025222631
Cngb3,0.027637217
Lhx6,0.2400047
Cdh18,0.2467232
Apol7c,0.0030411491
Cyp2f2,0.012493714
Olfr328,0.004164795
H2-Ab1,0.05099473
Gm14419,0.007019478
Aff4,1.1399105
